_id,책ID,책 이름,댓글 아이디,댓글 내용
658e861fc3baaf37b89b355c,658e85dac3baaf37b89b3527,세이노의 가르침,li*********,의사집안 장남으로 태어남...\n이미 유전자부터 우월하네요...\n뭘 했어도 성공 했을 사람
658e8620c3baaf37b89b355d,658e85dac3baaf37b89b3527,세이노의 가르침,sh*******,읽는 내내 불편하지만\n끝까지 읽어볼게요\n3권이나 샀는데 마땅히 줄사람이 없네요
658e8621c3baaf37b89b355e,658e85dac3baaf37b89b3527,세이노의 가르침,sh******,인생책. 월천벽을 넘게해준 직접 뵌적 없는 고맙고 감사한 스승님. 눈물이납니다. 정식 출간되어 널리 널리 우리나라 청년들에게!! 그리고 우리 민족을 더욱 강한 민족이 되길 바랍니다.
658e8622c3baaf37b89b355f,658e85dac3baaf37b89b3527,세이노의 가르침,fr********,작가는 자신이 하는말이 전부 정답이라 생각하고있다.그것에 反하는 사고나 행동들은 모두 실패작이라고 생각하고있는것이 이 책을 읽으면서 느낄수있었다.내용을 요약하면 무엇을 하던 최선을 다해라 이다.이말은 몇백페이지에 달하는 장수로 장황하게 풀어낸것이 이책이다.이돈이면 차라리 스벅에서 커피나 한잔 마시면서 사람구경이나 하는게 좋을거같다.
658e8623c3baaf37b89b3560,658e85dac3baaf37b89b3527,세이노의 가르침,qm*********,전자책으로 입문 했는데\n우리나라 특성상 자극적인걸 좋아하고 채찍질 해줘서 이렇게 인기 많은듯\n3달인가 1위 인걸로 암 ㅇㅇ..
658e8624c3baaf37b89b3561,658e85dac3baaf37b89b3527,세이노의 가르침,rk**********,이책은 왜이렇게 찬사 하는 사람들이 많음?? 무엇??\n전자책 봤는데 이정도로 맹신자가 많은가 싶네
658e8625c3baaf37b89b3562,658e85dac3baaf37b89b3527,세이노의 가르침,al****,"작가분이 자신의 책으로 상업적 이득을 취하지 않겠다는 신념으로 매우 저렴하게 판매되서 놀란 책..\n그러나 내용으로 또한번 놀랐다..두꺼운 책인데 내용이 두서없고, 가르침이라 할 수 없을듯.."
658e8626c3baaf37b89b3563,658e85dac3baaf37b89b3527,세이노의 가르침,fk******,으ㅡㅡ\n나는 별로였다
658e8629c3baaf37b89b3564,658e85dac3baaf37b89b3527,세이노의 가르침,ye******,이 책은 종교책인듯\n추종하는 사람들은 진리로 여기고 종교로 여기네\n절대적인게 아닌데
658e862ac3baaf37b89b3565,658e85dac3baaf37b89b3527,세이노의 가르침,30*****,인생에 큰 도움이 될 것 같아요.
658e862bc3baaf37b89b3566,658e85dac3baaf37b89b3527,세이노의 가르침,ju******,세상을 마냥 말랑하게 보다가 코깨진 사람들에겐 추천. 나름 소신 있는 사람에겐 걍 읽어보든가 말든가.. 읽으면서 살짝 걱정된건 생활 태도는 신경도 안쓰면서 괴팍스러운 점만 배울 일부 사람이었음. 필요한 점을 잘 뽑아 읽으시길.
658e862cc3baaf37b89b3567,658e85dac3baaf37b89b3527,세이노의 가르침,kk******,전에도 1위 오늘도 1위네요\n그정도는 아닌 것 같은데...
658e862dc3baaf37b89b3568,658e85dac3baaf37b89b3527,세이노의 가르침,xm*********,도움 되는내용과 엥? 하는 내용 있음\n무지성 칭송하는 사람 많아 봤는데 역시
658e862ec3baaf37b89b3569,658e85dac3baaf37b89b3527,세이노의 가르침,wi******,정말 별로입니다. 꼰대마인드에 저렇게 살아서 행복한지. 본인이 성공했다고 생각하는지 안타깝고 저급하네요. 돈 아까움
658e862fc3baaf37b89b356a,658e85dac3baaf37b89b3527,세이노의 가르침,go******************,PDF로 읽던거와는 다른 느낌이네요.\n우리에게 필요한 것은 위로가 아니네요.\n위로는 최선을 다해 노력한 사람이 실패했을 때 하는 것이고\n어설프게 해놓고 힘들다고 징징대는 사람들에게는 상관없는 단어죠.\n위로받고 싶은 사람은 패스할 책!\n최선을 다해 노력하고 싶다면 꼭 읽어야 할 책!
658e8631c3baaf37b89b356b,658e85dac3baaf37b89b3527,세이노의 가르침,wo******,직설적인 화법을 구사하며 전달하는 내용이 거부감이 좋다. 공감되는 부분이 많지만 이 역시 세이노의 생각임을 잊지는 말자
658e8632c3baaf37b89b356c,658e85dac3baaf37b89b3527,세이노의 가르침,di******,시간이 남으면 책을 읽어라
658e8633c3baaf37b89b356d,658e85dac3baaf37b89b3527,세이노의 가르침,gg*****,"와 제본이 아니라 정식 출간이라니, 다시 읽을 생각에 너무 설레네요 ㅎㅎ 가격도 대박 ㅠㅜ"
658e8636c3baaf37b89b356e,658e85dac3baaf37b89b3527,세이노의 가르침,ji*****,아지 배송받기 전이지만 기대됩니다.
658e8637c3baaf37b89b356f,658e85dac3baaf37b89b3527,세이노의 가르침,rh****,한번 읽고 바로 쓰레기통으로 직행한 내 인생 유일한 책
658e8638c3baaf37b89b3570,658e85dac3baaf37b89b3527,세이노의 가르침,mj*******,내가 이걸 왜 돈주고 삿ㅈ?..
658e8639c3baaf37b89b3571,658e85dac3baaf37b89b3527,세이노의 가르침,ju******,"이 사람이 어렸을때 부터 얼마나 치열하고 눈물나게 살았는지, 그건 참 존경스럽다. 하지만 이 사람은 자기 맘에 안들면 먹물이니 닭대가리니 같은 표현을 서슴치 않게 하고, 그냥 일방적으로 자기 주장 밖에 안한다… 물론 어렸을 때부터 독하게 살았으니 그런 삶의 방식 때문에 남에게도 독하게 대하는 것일 수도 있다.. 하지만 책을 읽으면 읽을 수록 갑질 하는 태도를 합리화 하는것 같은 인상을 너무도 많이 준다.. 그동안 밑에 있던 직원들을 아주 심하게 갈궜을것이다…뭐 어찌 됐던 간에 이 사람 처럼 독하게 살면 백프로 성공은 못해도 가난에 빠지진 않을 것이다.. 근데 요즘 같은 세상에 이토록 독하게 살아야 되나..? 하는 의구심도 많이 들고, 무엇보다도 저 사람은 우리나라가 한창 경제 발전하는 시기에 운좋게 사업 성공, 투자 성공해서 부자가 된것이 아닌가..?? 물론 그가 피땀 눈물 나도록 남들 보다 독하게 노력한건 팩트지만, 요즘 같은 시대와는 좀 동 떨어진 성공실화 인것 같다…아무튼 뒤로 갈수록 자신을 합리화 하는 행태가 너무 많은것 같고.. 몇가지 조언은 새겨 들을만 하다. 하지만 자기계발서가 늘 그렇듯이, 당연한 말만 있다."
658e863ac3baaf37b89b3572,658e85dac3baaf37b89b3527,세이노의 가르침,pa******,"내용도 좋지만, 이정도 양의 책을 저렴한 가격에 내놓은 저자와 출판사가 정말 대단하다고 느꼈습니다. 젊은이들을 진정으로 돕고자 하는 저자의 진심이 느껴져서 더욱 좋았습니다~"
658e863bc3baaf37b89b3573,658e85dac3baaf37b89b3527,세이노의 가르침,ch*****,"참고할만한 부분은 있었는데, 전체적으로는 저와는 결이 안맞았던 것 같아용 ㅎㅎ"
658e863cc3baaf37b89b3574,658e85dac3baaf37b89b3527,세이노의 가르침,wn*******,평이 좋은거 보고 놀람...\n나와는 안맞는 책\n아는 얘기 + 너무 옛날 얘기\n결국은 자본소득으로 부자가 되어야 하는데 ...
658e863dc3baaf37b89b3575,658e85dac3baaf37b89b3527,세이노의 가르침,bk******,절반 이상은 재밌게 읽었다. 그러나 나머지 20% 정도는 공감할 수 없는 내용. 독자들이 잘 걸러서 자기에게 도움이 되는 것을 찾길
658e863ec3baaf37b89b3576,658e85dac3baaf37b89b3527,세이노의 가르침,wj********,욕설을꼭저렇게많이해야할까요?
658e863fc3baaf37b89b3577,658e85dac3baaf37b89b3527,세이노의 가르침,dl*********,사실상 이 내용보다 제본집 내용이 더 좋았음\n그냥 제본이랑 똑같은데 굳이 추가 안해도 됐을듯\n역시 오리지날이 젤 좋다
658e8642c3baaf37b89b3578,658e85dac3baaf37b89b3527,세이노의 가르침,13*****,"베스트셀러 1위와 싼 책 값으로 구매해서 읽었는데, 가르침은 고사하고 적극적인 내용과 욕설 등, 자기 아집 등 더 읽을 가치가 없어서 환불해버렸다. 진짜 비추다."
658e8643c3baaf37b89b3579,658e85dac3baaf37b89b3527,세이노의 가르침,gu*******,"욕이 아닌 다른 말씀으로 쓴소리 하셨다면 이렇게 호불호 안갈렸을텐데,,"
658e8644c3baaf37b89b357a,658e85dac3baaf37b89b3527,세이노의 가르침,al**********,전자책 완독한 결과\n이 책 저자는 천재\nimf때 돈 번 사람 일반인이 따라한다고 할 수 있는게 아님\n아버지가 의사인데 이미 출발선 부터 다르고 환경부터 다름\n온실속 화초에서 살아온 사람들은 따라하려고 해도 못따라함
658e8645c3baaf37b89b357b,658e85dac3baaf37b89b3527,세이노의 가르침,rl***********,이 책이 뭐가 명작이라는 거지 다른 책들과 똑같은것 같은디
658e8646c3baaf37b89b357c,658e85dac3baaf37b89b3527,세이노의 가르침,dh********,왜 1위 인줄 모르겠네요
658e8647c3baaf37b89b357d,658e85dac3baaf37b89b3527,세이노의 가르침,qn************,그냥 옛날 버전이 딱 필요한 이야기만 있고\n지금 버전은 동 떨어진 얘기 많이 추가 됬는듯\n예전에는 최고였는데 지금 다시보니 워낙 정보가 많아져서 그냥 낫배드 책
658e8649c3baaf37b89b357e,658e85dac3baaf37b89b3527,세이노의 가르침,wl*********,마지막에 욕이 너무 많이 나와요 ㅠㅠ
658e864ac3baaf37b89b357f,658e85dac3baaf37b89b3527,세이노의 가르침,rl***********,지금도 효과적일수 있으나 20년 전일때가 가장 효과적이였을듯\n지금은 워낙 정보화 시대라 일 잘하는 방법 책 읽는 방법 등등 너무 흔해서 큰 도움은 안됬네요\n옛날 제본 시절에는 괜찮았을듯
658e864bc3baaf37b89b3580,658e85dac3baaf37b89b3527,세이노의 가르침,ja******,쉽고 간결한 내용이 현실적으로 다가오네요 그런데 조금 독단적이라서 실제로 받아들이긴 어렵습니다.
658e864cc3baaf37b89b3581,658e85dac3baaf37b89b3527,세이노의 가르침,al**********,우리나라는 참 베스트셀러 책 좋아하고 입소문에 움직이는 민족이네\n작가님이 말 한게 있네\n홍보 보다는 입소문이 좋다고 딱 국민성에 맞게 얘기 해주시네\n\n깊이 있는 책이나 특별함은 없음
658e864fc3baaf37b89b3582,658e85dac3baaf37b89b3527,세이노의 가르침,sp**********,성공 하려는 사람들은 마음에 들듯\n근데 이 책 본다고 성공하는 사람 극히 드물듯
658e8650c3baaf37b89b3583,658e85dac3baaf37b89b3527,세이노의 가르침,pj*****,읽을수록 스트레스 받는책 구매한지 하루만에 칼로 잘라 버렸습니다~
658e8651c3baaf37b89b3584,658e85dac3baaf37b89b3527,세이노의 가르침,rk**********,"보통 리뷰보고 책을 구매하는데 이 책은 우연히 무료길래 리뷰보니 이 책대로 산다는 사람 이 책이 진리 종교라고 생각 하는 사람도 많고\n전자책 나는 무료로 감사하게 읽었지만 그정도 인가 싶네ㅡ,ㅡ"
658e8652c3baaf37b89b3585,658e85dac3baaf37b89b3527,세이노의 가르침,co*******,지식을 나누는 것에 이익을 취하지 않는 작가님.\n감사드립니다\n추천합니다\n2
658e8653c3baaf37b89b3586,658e85dac3baaf37b89b3527,세이노의 가르침,hw*******,좋은 내용이네요. 가격도 너무 좋아요
658e8654c3baaf37b89b3587,658e85dac3baaf37b89b3527,세이노의 가르침,pl*****,뭔가 반은 그냥 넘겼다 하나의 기준으로만 내용을 연결해서
658e8655c3baaf37b89b3588,658e85dac3baaf37b89b3527,세이노의 가르침,qo*********,인생 쉽게 변하지 않죠..\n방금 전자책을 읽어 보았죠\n내용은 예전과 비슷하고 + 추가 되었죠\n저자님도 아직도 예전 글 유효 하시다는거 있었죠\n제본을 읽고 인생에 변함이 없다면 이 책도 없을테죠...\n글귀 몇글자로 인생은 변하지 않죠...\n인생 변하고 싶어서 이 책만 읽는건 비추죠...\n변하려면 밖에서 동기부여 받아야 하죠...\n인생 쉽게 변하지 않죠..\n전자책 무료로 볼 수 있게 해주신 저자에게 감사드리죠...\n여기 리뷰 단 사람들은 이 책 하나만으로 수십년을 바꾸려고 하죠...\n사람 변하지 않죠..
658e8656c3baaf37b89b3589,658e85dac3baaf37b89b3527,세이노의 가르침,qo*********,방금 전자책을 읽어 보았죠\n내용은 예전과 비슷하고 + 추가 되었죠\n저자님도 아직도 예전 글 유효 하시다는거 있었죠\n제본을 읽고 인생에 변함이 없다면 이 책도 없을테죠...\n글귀 몇글자로 인생은 변하지 않죠...\n인생 변하고 싶어서 이 책만 읽는건 비추죠...\n변하려면 밖에서 동기부여 받아야 하죠...
658e8657c3baaf37b89b358a,658e85dac3baaf37b89b3527,세이노의 가르침,lj******,우리나라는 참 입소문에 민감한듯 사람들이 이 책 좋다고 하니 그냥 너도나도 이 분의 그림자가 되려고 하네\n줏대가 없어서야;;\n재테크 블로그만 들어가도 세이노 세이노\n각자의 삶의 방식이 있는데 무조건 추종 하려고만 하네\n그런 사람들 중에 부자인 사람을 못봄
658e8658c3baaf37b89b358b,658e85dac3baaf37b89b3527,세이노의 가르침,lj******,다 좋은데 이 책만 유독 추종하고 작가님이 하라는대로 다 따라 하시는분들 계시네요...\n각자 삶은 각자가 사는건데 인생을 복사 하려고 하시네요...\n참고로 작가님 아버지 부터 이미 엘리트 dna 갖고 계신 분인데\n일반인은 못따라 갑니다...
658e865bc3baaf37b89b358c,658e85dac3baaf37b89b3527,세이노의 가르침,al*****,예전 제본해서 보았던 책입니다. 최고입니다.\n가격이 도대체?\n이해가 안가는 저렴한 가격입니다.
658e865cc3baaf37b89b358d,658e85dac3baaf37b89b3527,세이노의 가르침,lj******,"예전에 제본 책을 읽을 때에 도움 되는것도 많았고 그 당시에 알려주신 것 중에서도 지금 시기랑 많이 달라 못 써먹는 것도 있었고 근데, 새롭게 나온나고 하니 반갑네요\n단점이 욕이 너무 많다는 점인데... 욕만 없었음 좋은 책 이었던 것 같아요.\n그래도 일상생활 유용한 팁도 많아요.\n대부분 최고의 책이다 단점이 없던 책이다 라고 말씀 하셨는데 최대한 객관적으로 써봤습니다."
658e865dc3baaf37b89b358e,658e85dac3baaf37b89b3527,세이노의 가르침,Dl*****,최고입니다\n재본이 있지만 정식 출판본 구매합니다
658e865ec3baaf37b89b358f,658e85dac3baaf37b89b3527,세이노의 가르침,su***************,이 리뷰에는 스포일러가 포함되어있습니다.\n보기
658e865fc3baaf37b89b3590,658e85dac3baaf37b89b3527,세이노의 가르침,cj********,"나도 세이노의 가르침 덕에 도움도 많이 되었고, 돈도 잘 벌고 있지만, 시대에 맞지 않는 부분이 여럿 보인다.\n그 때문에 시행착오 겪은 부분도 많았고, 무엇보다 세이노는 노력도 많이 했지만 운도 그만큼 따라줬다는거다.\n\n모든 사람이 세이노가 하는 것처럼 하면 저렇게 부자가 될까? 솔직히 일반인을 위한 방법론은 아닌듯 보인다.\n\n예컨대, 경쟁자 분석을 잘 하면 사업에서 무조건 성공하는가? 사업에는 다양한 요인이 얽혀 있다. 경쟁자 분석을 잘 하더라도, 어떤 불가항력적 요인으로 시행착오를 겪을 수 있는게 사업이다.\n\n또한, 그 분야의 책만으로 사업을 일으키기에는 일반인들에게는 아주 어렵다. 가장 좋은 것은, 어느 분야의 알바라도 좋으니, 중단기 알바를 여럿 경험하는 것도 방법이다. 그러면서 그 사업체를 타고 들어가서, 내가 알바하는 이 사업이 벤치마킹하여 내가 차릴만 한지 등을 배우는게 더 좋다는 생각이다.\n\n아울러, 초기에는 저축은행에 무조건 저축하라는 부분에서 내가 시행착오를 겪었었는데..\n\n저 원고가 쓰여지던 시기인 2000년대 초반에는 저축은행 이율이 10%가 넘었지만, 지금은 2~3%대 남짓이다.\n\n차라리 지금 시대를 반영하자면 미국 S&P ETF (SPY, VOO, IVV 등)에 매월 월소득 중 일부를 일정 금액씩 적립식 투자하는 것이 장기 관점에서 볼 때 과거 저축은행 이상의 이율을 올릴 수 있는 그런 역할을 할 것으로 믿는다.\n\n아울러, 부자되는데 아주 중요한, 복리에 대한 얘기가 없다는 것도 보완사항이다."
658e8661c3baaf37b89b3591,658e85dac3baaf37b89b3527,세이노의 가르침,bl******,다소 과격한 어감을 가진 책이지만 그 사람의 열정을 정말 잘 느낄 수 있었고 어찌보면 그런 노골적인 단어로 정신차릴 수 있는 사람은 정신차려서 가난을 벗어나 부자가 되라는 채찍질처럼 느껴져서 대한민국 국민에 대한 애정이 느껴졌다.
658e8662c3baaf37b89b3592,658e85dac3baaf37b89b3527,세이노의 가르침,pl*****,그냥 어이없어 웃김ㅋㅋㅋㅋㅋㅋㅋ
658e8663c3baaf37b89b3593,658e85dac3baaf37b89b3527,세이노의 가르침,sh******,수천억의 자산가는 어떤 생각으로 어떻게 살아가는지 생생하게 느낄 수 있었습니다
658e8664c3baaf37b89b3594,658e85dac3baaf37b89b3527,세이노의 가르침,im*******,인생 명작 사회 교과서같은 존재임
658e8665c3baaf37b89b3595,658e85dac3baaf37b89b3527,세이노의 가르침,di*****,인생에 대해 현실적인 조언들이 많아서 유익했다.
658e8668c3baaf37b89b3596,658e85dac3baaf37b89b3527,세이노의 가르침,su********,생각했던 문장들을 써놓은
658e8669c3baaf37b89b3597,658e85dac3baaf37b89b3527,세이노의 가르침,ch**,"혹시 서평이 높은 것은 세이노의 부자되기 프로젝트 알바들의 노력인가?\n앞뒤 안맞는 주장과 글쓴이가 말한 자기 멋대로 씨부리는 말들이 매력이라면 추천한다.\n다만, 심성이 연약한 사람을 읽지 말길 권한다. 사기꾼 되기 쉽상이다."
658e866ac3baaf37b89b3598,658e85dac3baaf37b89b3527,세이노의 가르침,bl******,안 읽는게 인생에 더 도옴이 될듯 천박한 문장
658e866bc3baaf37b89b3599,658e85dac3baaf37b89b3527,세이노의 가르침,bo*****,꼭 읽어보고 싶다면 무료 이북으로 읽어보세요.별 가치없음
658e866cc3baaf37b89b359a,658e85dac3baaf37b89b3527,세이노의 가르침,bl********,가르침이라는 말도 올려치기 걍 헛소리
658e866dc3baaf37b89b359b,658e85dac3baaf37b89b3527,세이노의 가르침,se*****,산전수전 다겪은 부자의 자기고백
658e866ec3baaf37b89b359c,658e85dac3baaf37b89b3527,세이노의 가르침,ta*******,너무 심각하게 받아들이지 말고 그냥 가볍게 읽기 좋은 책 같아요 사는 법은 사람마다 다른 법이니까
658e866fc3baaf37b89b359d,658e85dac3baaf37b89b3527,세이노의 가르침,ju*****,아주 아주 좋아요 강추합니다
658e8670c3baaf37b89b359e,658e85dac3baaf37b89b3527,세이노의 가르침,wo*****,두껍지만 읽어서 씹어먹어야할 책.
658e8671c3baaf37b89b359f,658e85dac3baaf37b89b3527,세이노의 가르침,oc*******,무료 이북 등 구하기 쉬운 책이므로 한번쯤 읽어보기 좋습니다 특히 자기계발서나 돈 얘기하는 책을 선호하지 않는 분들(ex 나)은 읽어보면 좋을듯\n다만 평소에 책 안 읽는 사람이 이 책만 한권 읽는 건 비추
658e8674c3baaf37b89b35a0,658e85dac3baaf37b89b3527,세이노의 가르침,ly****,정말 도움되고 많은 지혜가 담겨있습니다. 저렴한 가격으로 출판해주신 점 매우 감사합니다.
658e8675c3baaf37b89b35a1,658e85dac3baaf37b89b3527,세이노의 가르침,as******,"20년전 책이지만 지금의 나에게 필요한 내용들, 둔감해질 때마다 바늘을 찌르듯 꺼내볼 것"
658e8677c3baaf37b89b35a2,658e85dac3baaf37b89b3527,세이노의 가르침,fa******,호불호가 확실한 책.\n개인적으로는 어설프게 모두에게 칭찬받으려는... 마케팅으로 만들어진 수많은 베스트셀러보다 훨씬 낫다고 생각한다.\n\n물론 책속 일부 용어가 거북할 수 있는데... 잘 골라서 보고들으면 좀 낫다. (소설읽듯이 보자 ㅋ)\n저자의 실경험을 이렇게 구체적으로 쓴책 많지않다.\n다 싫으면 귀를 살랑살랑 간지럽혀 주는 그런책만 찾아 봐도 도움은 될듯.
658e8678c3baaf37b89b35a3,658e85dac3baaf37b89b3527,세이노의 가르침,sk******,술술 잘 읽혀요 좋아요~~^^
658e8679c3baaf37b89b35a4,658e85dac3baaf37b89b3527,세이노의 가르침,at*****,"허접한 자기계발서 100권 읽느니 세이노 책 읽기를 추천.\n다만, 읽으면서 돈과 부가 지상 최대가치인 것마냥 떠드는 주장에는 메몰되지 않도록 독자 스스로 경계할 필요가 있음. 책 수준을 떠나서 이보다 솔직한 책도 드뭄."
658e867ac3baaf37b89b35a5,658e85dac3baaf37b89b3527,세이노의 가르침,sm******,"뜬구름 잡는 내용으로 현혹하는 책들도 넘쳐나는 와중에, 정말 실전으로 다져진 내공을 마구 뿌려주시려 애쓴다는 느낌을 받았습니다. 저자에게 고마움을 전합니다"
658e867bc3baaf37b89b35a6,658e85dac3baaf37b89b3527,세이노의 가르침,cu*******,많은걸 느끼고 배울 수 있는 책이에요^^
658e867cc3baaf37b89b35a7,658e85dac3baaf37b89b3527,세이노의 가르침,zi******,살아가는데 필요한 마음가짐을 가지게 해주네요
658e867dc3baaf37b89b35a8,658e85dac3baaf37b89b3527,세이노의 가르침,dl*******,왜 이렇게 부정적인 리뷰가 많을까요?\n저는 재밌게 보았습니다. 게다가 무료잖아요\n욕 좀 나오는 것 그걸 기분 나쁘게 받아들이셨다면 아마도 그런 행동을 하시는 분이라 찔려서 그런 것일까요? 책에서 나오듯이 필요한 부분만 받아들이시면 됩니다. 전 연령을 다 만족 시킬 수 있는 책은 없습니다. 또한 다 아는 내용이라고 잘난 척 하지 마시고 그 책들을 얼마나 자기 삶 속에 적용 하셔서 부자가 되셨는지 뒤돌아보세요~
658e867ec3baaf37b89b35a9,658e85dac3baaf37b89b3527,세이노의 가르침,su******,가르침 속에 인생을 살아가는 답이 있었다
658e8681c3baaf37b89b35aa,658e85dac3baaf37b89b3527,세이노의 가르침,su******,많은 가르침 속에 답이 있었고 그 답을 따라 살아간다
658e8682c3baaf37b89b35ab,658e85dac3baaf37b89b3527,세이노의 가르침,ak********,"읽기 쉽게끔 쓰였으나, 주로 내용 전달 형식이\n\n1. A에 대한 장대한 양의 불만과 욕설\n2. 나는 A를 나만의 방식으로 도전(성취)한 것을 신격화\n3. 그렇다고 하여 A에 대한 대안이 현실적이거나 이해가능한 것은 아님...\n\n결론: 가치관 형성이 덜 된 학생들이 읽기엔 너무 아쉬운 책이고, 일반화의 정도와 범위가 너무 깊고 큼. 세상을 보는 관점이 편협해지도록 유도하는 책임"
658e8683c3baaf37b89b35ac,658e85dac3baaf37b89b3527,세이노의 가르침,ka***,"다 읽긴했는데...부에 관한 저서나 자기계발, 동기부여 관련 책을 읽고싶다면\n이거 700페이지짜리 읽는거보다 각기 다른 3권을 책을 읽는쪽을 추천하고 싶습니다 너무 주관적이라\n그래도 책 뒤쪽에 실린 추천도서목록은 참 고맙습니다."
658e8684c3baaf37b89b35ad,658e85dac3baaf37b89b3527,세이노의 가르침,go******,말이 거칠어요 저는 언어가 거부감 있어요. 꼭 거칠게 써야 의미가 잘 전달돼나요\n선물은 못하겠어요
658e8685c3baaf37b89b35ae,658e85dac3baaf37b89b3527,세이노의 가르침,lo****,책내용과 분량에 비해 가격이 싸도 너무 쌈
658e8686c3baaf37b89b35af,658e85dac3baaf37b89b3527,세이노의 가르침,ag******,뭔가 직설적이고 거친부분도 있지만\n어른의 지혜가 녹아있다
658e8687c3baaf37b89b35b0,658e85dac3baaf37b89b3527,세이노의 가르침,na*****,나는 이 책이 성경이 되어야 한다고 생각한다
658e8688c3baaf37b89b35b1,658e85dac3baaf37b89b3527,세이노의 가르침,sm*******,공감할 수 있는 부분 잘 읽었습니다
658e8689c3baaf37b89b35b2,658e85dac3baaf37b89b3527,세이노의 가르침,sd*****,경쟁하는 세상에서 살아남는 지혜
658e868ac3baaf37b89b35b3,658e85dac3baaf37b89b3527,세이노의 가르침,sa******,자기계발을 위해서 샀어요!
658e868ec3baaf37b89b35b4,658e85dac3baaf37b89b3527,세이노의 가르침,Ko********,도움되는 글귀가 많아서좋아요
658e868fc3baaf37b89b35b5,658e85dac3baaf37b89b3527,세이노의 가르침,sj*****,그냥 잘 읽고 있어요. 보통 구두쇠 부자들이 하는 얘기네요.
658e8690c3baaf37b89b35b6,658e85dac3baaf37b89b3527,세이노의 가르침,sm******,좀 더 일찍 읽었더라면 좋았을텐데 그런 마음이 들 정도로 가르침이 있는 책입니다
658e8691c3baaf37b89b35b7,658e85dac3baaf37b89b3527,세이노의 가르침,zo*******,책을 읽기도전에 맘상하게 책이 찍혀서 왔네요.\n몇년동안 책을 구매했지만 이건 좀 너무하네요.\n찍혀있는책을 배송하셨네요\n2
658e8692c3baaf37b89b35b8,658e85dac3baaf37b89b3527,세이노의 가르침,pr*******,이미 경제적 자유를 얻은 독자입니다. 하지만 이 책을 읽고 한참 부족하구나 반성하게 합니다. 거친 표현이 있어 사이다면서도 의문이 들긴 하지만 돌려 말하지 않는 점이 속이 시원합니다. 이 책을 읽으면서 위로받을 생각은 버리는게 좋습니다. 위로만으로는 성공할 가능성은 없거든요.
658e8693c3baaf37b89b35b9,658e85dac3baaf37b89b3527,세이노의 가르침,zx***,두께에 깜놀했어요. 그런데 쑥쑥 잘 읽힙니다. 고맙습니다~
658e8694c3baaf37b89b35ba,658e85dac3baaf37b89b3527,세이노의 가르침,dd********,가르침을 계속 되새겨 봅니다.
658e8695c3baaf37b89b35bb,658e85dac3baaf37b89b3527,세이노의 가르침,na****,"2000년대 초반, 자계서류의 서적이 범람하기 전 아는 사람만 알던 재야의 팩폭러.\n뒤늦게 따끔따끔한, 하지만 고개를 끄덕였던 저자의 온라인 글들을 이렇게 하드카피로 보게 됐다.\n저자가 진작 출판을 해주셨더라면 좋았겠지만, 재능기부로 이렇게 저렴하게 책을 내주어 감사하다.\n세월이 지나 갸웃한 부분도 물론 있지만, 큰 맥락에서는 무릎을 치게 하는 그의 글들은 여전했다.\n초판본 검정도 겉에 코팅을 좀 해주었더라면 좋았을텐데 흠집이 너무 쉽게 나는 것은 아쉽다. 가격이 워낙 저렴하기는 하다.\n세이노의 새로운 글들을 더 만나보고 싶다."
658e8696c3baaf37b89b35bc,658e85dac3baaf37b89b3527,세이노의 가르침,wo*********,20년 전에 나온 이책이 2달 이상 1위 하고 있는게\n우리나라 도서시장 박살 났거나 독자들이 열풍인 책만 읽는다는 반증인듯\n이 책만 봐도 책 읽으면 부자 될 확률 올라간다?\nNo 라는걸 다시 한 번더 알게되네
658e8697c3baaf37b89b35bd,658e85dac3baaf37b89b3527,세이노의 가르침,so**********,천재가 이렇게 살아야 성공 한다는 내용\n일반인은 무용지물
658e869ac3baaf37b89b35be,658e85dac3baaf37b89b3527,세이노의 가르침,se****,아는 형님이 술자리에서 소리 높여 외치는 개똥 철학. 근데 간혹 듣고 싶어지는...
658e869bc3baaf37b89b35bf,658e85dac3baaf37b89b3527,세이노의 가르침,ce****,이 시대가 겉으로는 아니라 해도 진정 도움이 되는 꼰대를 원하는 것인가?
658e869cc3baaf37b89b35c0,658e85dac3baaf37b89b3527,세이노의 가르침,ma*******,두고두고 볼 책입니다.
658e869dc3baaf37b89b35c1,658e85dac3baaf37b89b3527,세이노의 가르침,kj******,좋은 말들이 너무 많습니다
658e869ec3baaf37b89b35c2,658e85dac3baaf37b89b3527,세이노의 가르침,jk***,삶의 지혜와 방향을 제시해주는 인생 지침서
658e869fc3baaf37b89b35c3,658e85dac3baaf37b89b3527,세이노의 가르침,gi*******,거짓없는 뼈대리는 조언들 너무 좋습니다
658e86a0c3baaf37b89b35c4,658e85dac3baaf37b89b3527,세이노의 가르침,im********,인사이트를 배워요
658e86a1c3baaf37b89b35c5,658e85dac3baaf37b89b3527,세이노의 가르침,sk********,뼈때리는 조언들이네요..\n현실적이라 좋아요..
658e86a2c3baaf37b89b35c6,658e85dac3baaf37b89b3527,세이노의 가르침,sa*****,현실적인 내용들로 가득 차 있습니다 읽어볼만 합니다
658e86a4c3baaf37b89b35c7,658e85dac3baaf37b89b3527,세이노의 가르침,jj*****,더 할 나위 없습니다.
658e86a7c3baaf37b89b35c8,658e85dac3baaf37b89b3527,세이노의 가르침,mh***,도움이 많이 됩니다
