_id,Court,Case_number,Content
658d2ce4ffa0ccd0794bb01d,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경101770,"서울특별시 중구 을지로45길 62, 지하2층702호 (신당동,누죤빌딩)\n[집합건물 철골철근콘크리트조 5.040㎡]"
658d2ce5ffa0ccd0794bb01e,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경102995,"서울특별시 동작구 국사봉8길 64-14, 5층502호 (상도동,미소가)\n[집합건물 철근콘크리트구조 24.36㎡]"
658d2ce5ffa0ccd0794bb01f,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경103028,"서울특별시 관악구 남현12길 38, 지층비02호 (남현동,우현빌리지)\n[집합건물 철근콘크리트구조 53.02㎡]"
658d2ce5ffa0ccd0794bb020,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경103394\n2022타경110125\n(중복),"서울특별시 강남구 언주로30길 56, 디동 14층1408호 (도곡동,타워팰리스)\n[집합건물 철골철근콘크리트구조 143.11㎡]"
658d2ce5ffa0ccd0794bb021,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경104427,"서울특별시 관악구 법원단지20길 9, 3층303호 (신림동,예그린)\n[집합건물 철근콘크리트구조 28.93㎡]"
658d2ce5ffa0ccd0794bb022,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경104427,"서울특별시 관악구 법원단지22길 22, 에이동 5층502호 (신림동,우림아트빌)\n[집합건물 철근콘크리트구조 37.49㎡]"
658d2ce5ffa0ccd0794bb023,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경104427,"서울특별시 관악구 법원단지22길 22, 비동 3층302호 (신림동,우림아트빌)\n[집합건물 철근콘크리트구조 37.49㎡]"
658d2ce5ffa0ccd0794bb024,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경104427,"서울특별시 관악구 난곡로26길 115, 2층202호 (신림동,대림아트빌)\n[집합건물 철근콘크리트구조 38.35㎡]"
658d2ce5ffa0ccd0794bb025,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경105222,서울특별시 종로구 평창동 179-5 밀레니엄 4층402호\n[집합건물 철근콘크리트조 81.9㎡]
658d2ce7ffa0ccd0794bb026,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경105499,"서울특별시 동작구 양녕로22바길 7, 5층502호 (상도동,행복한동행)\n[집합건물 철근콘크리트구조 29.78㎡]"
658d2ce7ffa0ccd0794bb027,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경107044,"서울특별시 관악구 양녕로6가길 50, 4층403호\n[집합건물 철근콘크리트구조 18.59㎡ 대지권의표시 토지의표시 1. 서울시 관악구 봉천동 458-6 대 105㎡ 1. 서울시 관악구 봉천동 458-113 대 102㎡ 1. 서울시 관악구 봉천동 458-114 대 1175㎡ 대지권의종류 1,2,3 소유권대지권 대지권의비율 324분의 11.210]"
658d2ce7ffa0ccd0794bb028,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경107112,"서울특별시 관악구 난곡로57길 11, 비동 2층201호 (신림동,브라운캐슬)\n[집합건물 철근콘크리트구조 48.21㎡ 대지권의표시 토지의표시 1. 서울시 관악구신림동 1480-1 대 514.7㎡ 대지권의종류 1 소유권대지권 대지권의비율 514.70분의 30.014]"
658d2ce7ffa0ccd0794bb029,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경108337,"서울특별시 동작구 성대로6가길 149, 에이동 3층301호 (상도동,상도동아파트)\n[집합건물 철근콘크리트구조 81.10㎡]"
658d2ce7ffa0ccd0794bb02a,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경109057,"서울특별시 관악구 관천로15길 43, 5층503호 (신림동,자이칸타빌)\n[집합건물 철근콘크리트 구조29.97㎡]"
658d2ce7ffa0ccd0794bb02b,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경109057,"서울특별시 관악구 난곡로59길 31, 2층201호 (신림동,진주리츠빌)\n[집합건물 철근콘크리트구조 45.17㎡]"
658d2ce7ffa0ccd0794bb02c,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경109057,"서울특별시 관악구 봉천로23다길 49-10, 1층102호 (봉천동,수팰리스에프티)\n[집합건물 철근콘크리트구조 29.85㎡]"
658d2ce7ffa0ccd0794bb02d,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경112121,"서울특별시 관악구 행운9길 29, 2층204호 (봉천동,리벤하임)\n[집합건물 철근콘크리트구조 27.16㎡]"
658d2ce7ffa0ccd0794bb02e,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경112701,"서울특별시 중구 다산로46길 17, 15층이스트1507호 (흥인동,청계천 두산위브더제니스)\n[집합건물 철근콘크리트구조 92.1357 ㎡]"
658d2ce7ffa0ccd0794bb02f,법원 : 서울중앙지방법원,서울중앙지방법원\n2022타경112879,"서울특별시 중구 중림로8길 16, 3층302호\n[집합건물 철근콘크리트구조 37.58㎡]"
658d2ce7ffa0ccd0794bb030,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 1층101호\n[집합건물 철근콘크리트구조 23.23㎡]"
658d2ce7ffa0ccd0794bb031,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 2층202호\n[집합건물 철근콘크리트구조 24.53㎡]"
658d2ce7ffa0ccd0794bb032,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 2층203호\n[집합건물 철근콘크리트구조 23.85㎡]"
658d2ce7ffa0ccd0794bb033,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 2층204호\n[집합건물 철근콘크리트구조 24.85㎡]"
658d2ce7ffa0ccd0794bb034,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 3층301호\n[집합건물 철근콘크리트구조 24.61㎡]"
658d2ce7ffa0ccd0794bb035,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 3층302호\n[집합건물 철근콘크리트구조 24.53㎡]"
658d2ce7ffa0ccd0794bb036,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 3층303호\n[집합건물 철근콘크리트구조 24.40㎡]"
658d2ce7ffa0ccd0794bb037,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 3층304호\n[집합건물 철근콘크리트구조 24.60㎡]"
658d2ce7ffa0ccd0794bb038,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 4층401호\n[집합건물 철근콘크리트구조 30.96㎡]"
658d2ce7ffa0ccd0794bb039,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경379,"서울특별시 서초구 바우뫼로39길 88-17, 4층402호\n[집합건물 철근콘크리트구조 31.00㎡]"
658d2ceaffa0ccd0794bb03a,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경515,"서울특별시 중구 퇴계로 72, 1층110호 (회현동1가,리더스뷰남산)\n[집합건물 철근콘크리트구조 46.06㎡]"
658d2ceaffa0ccd0794bb03b,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경744\n2022타경111906\n(중복),"서울특별시 서초구 반포대로 58, 판매시설및운동시설동 222호 (서초동,서초아트자이)\n[집합건물 철근콘크리트구조 46.247㎡]"
658d2ceaffa0ccd0794bb03c,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경744\n2022타경111906\n(중복),"서울특별시 서초구 반포대로 58, 판매시설및운동시설동 223호 (서초동,서초아트자이)\n[집합건물 철근콘크리트구조 32.328㎡]"
658d2ceaffa0ccd0794bb03d,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경744\n2022타경111906\n(중복),"서울특별시 서초구 반포대로 58, 판매시설및운동시설동 224호 (서초동,서초아트자이)\n[집합건물 철근콘크리트구조 32.328㎡]"
658d2ceaffa0ccd0794bb03e,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경744\n2022타경111906\n(중복),"서울특별시 서초구 반포대로 58, 판매시설및운동시설동 225호 (서초동,서초아트자이)\n[집합건물 철근콘크리트구조 35.022㎡]"
658d2ceaffa0ccd0794bb03f,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경744\n2022타경111906\n(중복),"서울특별시 서초구 반포대로 58, 판매시설및운동시설동 226호 (서초동,서초아트자이)\n[집합건물 철근콘크리트구조 35.022㎡]"
658d2ceaffa0ccd0794bb040,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경744\n2022타경111906\n(중복),"서울특별시 서초구 반포대로 58, 판매시설및운동시설동 227호 (서초동,서초아트자이)\n[집합건물 철근콘크리트구조 29.9071㎡]"
658d2ceaffa0ccd0794bb041,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경744\n2022타경111906\n(중복),"서울특별시 서초구 반포대로 58, 판매시설및운동시설동 228호 (서초동,서초아트자이)\n[집합건물 철근콘크리트구조 30.1481㎡]"
658d2ceaffa0ccd0794bb042,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경744\n2022타경111906\n(중복),"서울특별시 서초구 반포대로 58, 판매시설및운동시설동 229호 (서초동,서초아트자이)\n[집합건물 철근콘크리트구조 30.14㎡]"
658d2ceaffa0ccd0794bb043,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경744\n2022타경111906\n(중복),"서울특별시 서초구 반포대로 58, 판매시설및운동시설동 231호 (서초동,서초아트자이)\n[집합건물 철근콘크리트구조 47.4286㎡]"
658d2ceaffa0ccd0794bb044,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경768,"서울특별시 중구 장충단로 247, 7층에프7309호 (을지로6가,굿모닝시티쇼핑몰)\n[집합건물 철골철근콘크리트구조 3.50㎡]"
658d2ceaffa0ccd0794bb045,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경768,"서울특별시 중구 장충단로 247, 7층에프7310호 (을지로6가,굿모닝시티쇼핑몰)\n[집합건물 철골철근콘크리트구조 3.50㎡]"
658d2ceaffa0ccd0794bb046,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경805,"서울특별시 중구 을지로 264, 5층5027호 (을지로6가,동대문패션티브이)\n[집합건물 철골철근콘크리트구조 3.97㎡]"
658d2ceaffa0ccd0794bb047,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경805,"서울특별시 중구 을지로 264, 5층5028호 (을지로6가,동대문패션티브이)\n[집합건물 철골철근콘크리트구조 3.97㎡]"
658d2ceaffa0ccd0794bb048,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경867,"서울특별시 중구 을지로 264, 4층4032호 (을지로6가,동대문패션티브이)\n[집합건물 철골철근콘크리트구조 3.97㎡]"
658d2ceaffa0ccd0794bb049,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경881,"서울특별시 서초구 매헌로 16, 6층리빙관6층645호 (양재동,하이브랜드)\n[집합건물 철근콘크리트구조 12.80㎡]"
658d2ceaffa0ccd0794bb04a,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경881,"서울특별시 서초구 매헌로 16, 6층리빙관6층646호 (양재동,하이브랜드)\n[집합건물 철근콘크리트구조 11.61㎡]"
658d2ceaffa0ccd0794bb04b,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경966,"서울특별시 중구 을지로 264, 3층3028호 (을지로6가,동대문패션티브이)\n[집합건물 철골철근콘크리트구조 3.97㎡]"
658d2ceaffa0ccd0794bb04c,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1020,"서울특별시 중구 퇴계로 123, 3층3063호 (충무로2가,하이해리엇)\n[집합건물 철골철근콘크리트구조 3.83㎡]"
658d2ceaffa0ccd0794bb04d,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1082,"서울특별시 중구 퇴계로 123, 6층6101호 (충무로2가,하이해리엇)\n[집합건물 철골철근콘크리트구조 5.02㎡]"
658d2cecffa0ccd0794bb04e,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1228,"서울특별시 중구 퇴계로 123, 2층2088호 (충무로2가,하이해리엇)\n[집합건물 철골철근콘크리트구조 3.48㎡]"
658d2cecffa0ccd0794bb04f,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1518,"서울특별시 중구 을지로 264, 5층5084호 (을지로6가,동대문패션티브이)\n[집합건물 철골철근콘크리트구조 3.97㎡]"
658d2cecffa0ccd0794bb050,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1518,"서울특별시 중구 을지로 264, 6층6112호 (을지로6가,동대문패션티브이)\n[집합건물 철골철근콘크리트구조 3.97㎡]"
658d2cecffa0ccd0794bb051,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1532,"서울특별시 중구 을지로 264, 6층6135호 (을지로6가,동대문패션티브이)\n[집합건물 철골철근콘크리트구조 3.97㎡]"
658d2cecffa0ccd0794bb052,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1594,서울특별시 관악구 봉천동 905-19\n[토지 대 180.2㎡]
658d2cecffa0ccd0794bb053,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1594,서울특별시 관악구 은천로10길 31\n[건물 철근콘크리트구조 (철근)콘크리트지붕 3층 단독주택 및 제2종근린생활시설 지1 101.36㎡ 1층 83.51㎡ 2층 83.51㎡ 3층 83.51㎡ 옥탑1층 42.67㎡ (연면적제외)]
658d2cecffa0ccd0794bb054,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1617,"서울특별시 중구 충무로 13, 2층207호 (충무로3가,엘크루메트로시티)\n[집합건물 철근콘크리트구조 16.50㎡]"
658d2cecffa0ccd0794bb055,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1617,"서울특별시 중구 충무로 13, 2층208호 (충무로3가,엘크루메트로시티)\n[집합건물 철근콘크리트구조 16.50㎡]"
658d2cecffa0ccd0794bb056,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1655,"서울특별시 중구 을지로 264, 6층6131호 (을지로6가,동대문패션티브이)\n[집합건물 철골철근콘크리트구조 3.97㎡]"
658d2cecffa0ccd0794bb057,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1679,"서울특별시 중구 을지로 264, 3층3206호 (을지로6가,동대문패션티브이)\n[집합건물 철골철근콘크리트구조 3.97㎡]"
658d2cecffa0ccd0794bb058,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1723,서울특별시 중구 신당동 333-130\n[토지 대 383㎡]
658d2cecffa0ccd0794bb059,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1723,서울특별시 중구 다산로22길 45\n[건물 목조 스레트즙 단층주택 108.69㎡ 지층 1.65㎡ 목조 아연즙 단층 물치 3.31㎡]
658d2cecffa0ccd0794bb05a,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경1730,"서울특별시 서초구 사임당로 130, 7동 13층1314호 (서초동,신동아아파트)\n[집합건물 철근콩크리트조 75.86㎡]"
658d2cecffa0ccd0794bb05b,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경2597,"서울특별시 강남구 선릉로 221, 102동 16층1602호 (도곡동,도곡렉슬아파트)\n[집합건물 철근콘크리트구조 59.9772㎡]"
658d2cecffa0ccd0794bb05c,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경2702,"서울특별시 서초구 신반포로23길 78-10, 6층602호 (잠원동,신반포중앙하이츠)\n[집합건물 철근콘크리트구조 53.31㎡]"
658d2cecffa0ccd0794bb05d,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경2757,서울특별시 종로구 숭인동 56-177\n[토지 대 70.7㎡ 갑구 9번 조동선 지분 15분의 1 전부]
658d2cecffa0ccd0794bb05e,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경2788,서울특별시 중구 충무로1가 23-19\n[토지 대 104.8㎡]
658d2cecffa0ccd0794bb05f,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경2788,서울특별시 중구 명동8길 46\n[건물 1호 목조 세멘부록조 및 함석지붕 4층 점포 1층 84.32㎡ 2층 84.32㎡ 3층 84.32㎡ 4층 36.06㎡]
658d2cecffa0ccd0794bb060,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경2931,"서울특별시 관악구 남부순환로260길 65, 4층401호\n[집합건물 철근콘크리트구조 48.88]"
658d2cecffa0ccd0794bb061,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경3095,"서울특별시 종로구 평창문화로 81-8, 3동 101호 (평창동,현대빌라)\n[집합건물 철근콩크리트조 층 146.59㎡ 지하 23.70㎡ 부속 차고 13.48㎡]"
658d2cefffa0ccd0794bb062,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경3453,"서울특별시 종로구 평창11길 19-3, 2층 502호 (평창동,요진빌라)\n[집합건물 알.씨조 227.785㎡]"
658d2cefffa0ccd0794bb063,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경3507,"서울특별시 강남구 언주로 122, 2층207호 (도곡동,우성캐릭터-빌)\n[집합건물 철골.철근콘크리트조 51.55㎡]"
658d2cefffa0ccd0794bb064,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경3552,서울특별시 강남구 신사동 637-10\n[토지 대 382.5㎡ 갑구 1번 이훈숙 지분 2분의 1 전부]
658d2cefffa0ccd0794bb065,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경3552,서울특별시 강남구 언주로174길 16\n[건물 철근콘크리트조 슬라브지붕 5층 근린생활시설 1층 187.7 ㎡ 2층 189.81㎡ 3층 189.81㎡ 4층 195.42㎡ 5층 60.28㎡ 지하1층 250.8㎡ 갑구 1번 이훈숙 지분 2분의 1 전부]
658d2cefffa0ccd0794bb066,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경3637,서울특별시 종로구 익선동 21\n[토지 대 72.7㎡]
658d2cefffa0ccd0794bb067,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경3637,"서울특별시 종로구 돈화문로11나길 66\n[건물 철근콘크리트 평슬래브지붕 3층 위험물저장및처리시설, 주택 1층 31.16㎡ 2층 33.08㎡ 3층 38.23㎡ (내역:1층 위험물저장및처리시설, 2,3층 주택)]"
658d2cefffa0ccd0794bb068,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경100262,"서울특별시 관악구 난곡로30길 12, 3층304호 (신림동,예성휴캐슬)\n[집합건물 철근콘크리트구조 36.62㎡]"
658d2cefffa0ccd0794bb069,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경100866,"서울특별시 관악구 은천로35다길 26-4, 4층401호 (봉천동,더빌)\n[집합건물 철근콘크리트구조 53.47㎡]"
658d2cefffa0ccd0794bb06a,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경100866,"서울특별시 동작구 국사봉10길 38-3, 4층402호 (상도동,미소빌)\n[집합건물 철근콘크리트구조 39.21㎡]"
658d2cefffa0ccd0794bb06b,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경101388,"서울특별시 관악구 난곡로47길 10, 5층502호\n[집합건물 철근콘크리트구조 37.83㎡]"
658d2cefffa0ccd0794bb06c,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경101852,"서울특별시 관악구 쑥고개로2가길 15, 3층303호 (신림동,뷰테라스)\n[집합건물 철근콘크리트구조 29.52㎡]"
658d2cefffa0ccd0794bb06d,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경101920,"서울특별시 동작구 여의대방로26길 50, 4층403호 (대방동,성진리치빌)\n[집합건물 철근콘크리트구조 35.22㎡]"
658d2cefffa0ccd0794bb06e,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경102107,"서울특별시 관악구 난곡로49길 20, 101동 2층203호 (신림동,골든네스트)\n[집합건물 철근콘크리트구조 28.49㎡]"
658d2cefffa0ccd0794bb06f,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경102121,서울특별시 중구 신당동 133-20\n[토지 대 81.8㎡]
658d2cefffa0ccd0794bb070,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경102534,서울특별시 서초구 원지동 150-2\n[토지 전 3600㎡ 갑구 13번 현두선 지분 6분의 1 전부]
658d2cefffa0ccd0794bb071,법원 : 서울중앙지방법원,서울중앙지방법원\n2023타경103377\n2023타경105960\n(중복),"서울특별시 강남구 삼성로 150, 109동 2층203호 (삼성동,한보미도맨션)\n[집합건물 철근콘크리트조 174.67㎡]"
